sentence,label
之前我去说看看矫正，她说我上面两个智齿拔掉，前面往里面推,拔牙
就最近开始疼的,牙齿疼痛
想过来拔掉,拔牙
建议拔除智齿,拔牙
我这牙齿一阵一阵的疼怎么回事,牙齿疼痛
不能直接拔牙种植了，医生说炎症比较严重,牙齿炎症治疗
现在种一颗牙需要费用是多少啊,牙齿种植
这个使用寿命是多长时间呢,无主题
可以吃消炎药吗,无主题
有点点痛。大牙,牙齿疼痛
装全口假牙一般多少钱,补牙
上排牙齿不整齐不好看，门牙牙缝很明显能看出来,牙齿矫正
牙龈萎缩怎么恢复小妙招,牙周治疗
是什么情况导致的牙周炎？,牙周治疗
需要补,补牙
嗯，发炎,牙齿炎症治疗
我不晓得该不该拔,拔牙
小孩牙齿松了要拔掉吗,牙齿松动
还有其他费用不,无主题
小孩龋齿可能不配合治疗怎么办,龋齿治疗
加矫正,牙齿矫正
要掉了。,无主题
我牙齿稀 差一颗,牙齿矫正
没有定期洗过牙,无主题
我想理解理解价格,无主题
隐形矫正很贵吧  我们那最普通的钢丝都要8000,隐形矫正
小朋友大概多大可以矫正牙齿,牙齿矫正
刘克昕，魏蓝,无主题
这当然会影响了,无主题
哦 那矫正牙齿有什么危害么,牙齿矫正
听说洗牙 会把牙齿表面保护膜都洗掉,洁牙
包括大牙,无主题
拔智齿啥价格,拔牙
好点的一颗多少钱,无主题
5岁小孩板牙空洞,龋齿治疗
然后恢复期多久,无主题
我知道。就算检查是一度松动，固定治疗要多久嘛,牙齿松动
好的，拔智齿大概需要多少钱,拔牙
还有拔一颗智齿怎么收费,拔牙
长了颗智齿，能不能拔呢！,拔牙
只知道钢丝 和透明,无主题
所以填补光固化之后就是不是蛀牙了吗,补牙
以前补过～现在掉了,补牙
我之前有带过牙套,无主题
磕掉两颗，一般多少钱左右,补牙
脓包已经有很久了，昨天才开始痛的,口腔溃疡
牙髓炎你们怎么治疗的？,根管治疗
只想美白牙齿，其他口腔问题，可以以后再说。现在只想让牙齿变的白净,牙齿美白
有两颗可以一起拔掉吗,拔牙
是不是有内侧矫正那种，是多少钱呢,隐形矫正
我上门口摔断一个角，补全瓷大概需要多少钱，有社保,全瓷牙
我的牙齿感觉都活动了，是什么原因造成的呢,牙齿松动
价格你发到我那个手机吧,无主题
蛀牙，这两天非常疼,龋齿治疗
请问有牙周炎可以矫正吗？,牙周治疗
请问口腔溃疡怎么办呢？需注意些什么？该吃什么药呢？,口腔溃疡
需要先消炎嘛,无主题
我没有多少牙污垢,无主题
我点进来看看洗牙怎么收费的，怎么来客服了?,洁牙
有点红肿，有时刷牙会出血,牙周治疗
如果洁牙和美白一起，大概的费用是多少呢？,牙齿美白
洗牙多少钱哟,洁牙
宝宝门牙缝隙大怎么办,无主题
今天疼一天,牙齿疼痛
它就是不整齐比较往里，一笑起来看不见，以为缺了一颗牙呢,牙齿矫正
医生，我想问一下，我牙疼,牙齿疼痛
我不知道是不是长智齿了，想去看下。大概费用是多少,智齿
主要第一次洗牙，什么也不懂。本来就穷点，怕钱花搭了……,洁牙
小孩牙齿黑了有洞，,龋齿治疗
还是能感觉到松动,牙齿松动
这疼什么时候能不疼,牙齿疼痛
烂了一点点,龋齿治疗
做根管疼吗,根管治疗
牙总出血是咋会事啊,牙周治疗
大牙张不出来,无主题
那烤瓷牙呢,烤瓷牙
27，下齿内侧,无主题
你就说大概多少钱,无主题
一颗大牙松痛怎治疗？,牙齿松动
我感觉现在种不了,无主题
门牙左边的那一颗,无主题
做一颗全瓷牙多少,全瓷牙
掉了一小块，有点儿露牙根,补牙
智齿，有点痛,智齿冠周冲洗
您好由于上火引起牙龈乳头发炎怎么办,牙周治疗
是大牙拍不怎么到,无主题
12000就是包含所有费用吧,无主题
最简单多少，起步价多少？,无主题
请问我修牙神经疼还有牙出血大约用多少钱,根管治疗
才长也看不准位置长的正不正,无主题
嗯，那第二、第三天可刷治疗的牙齿吗？,无主题
我有冠周炎,智齿冠周冲洗
牙博士给的止痛药吃完了，我可以自己买别的止痛药吃吗,无主题
拔掉了  现在种,牙齿种植
是大牙表面有黑线,龋齿治疗
情况,无主题
牙齿缝隙太大了做和有一个地方没有牙齿没有2带1做的,无主题
拔一颗智齿多少费用,拔牙
智齿目前不想拔掉，但是有什么药物可以缓解它不发炎吗？,智齿冠周冲洗
本来约的是回老家种植，但来回不太方便，打算就在北京这么种植,牙齿种植
我在荔湾区不知远不,无主题
还在的 要拔。。。,拔牙
如果换掉大概要花多久时间啊,无主题
隐形牙套多少钱，大概,隐形矫正
确定好吧 智齿牙周炎得先退了,智齿冠周冲洗
有很多都断了，但是根还在。,补牙
是不是贵点啊,无主题
门牙有点龅牙拔牙多少钱，,拔牙
还想约个儿童12岁，牙槽什么封的？,无主题
会不会痛一段时间就好了,牙齿疼痛
目前还在发炎，等不会疼痛了再去看吧,牙齿炎症治疗
我这种情况适合怎么处理,无主题
你好  问下智齿是两边都会张的吗？,智齿
好后悔拔了智齿,无主题
门牙有缝 怎么办,无主题
最里面磨牙掉了一部分  冷水刷牙牙齿痛,牙齿脱敏
特别敏感，都快两周了,牙齿脱敏
郑炎坤,无主题
剩下牙头，可能是发炎引起,牙齿炎症治疗
尖牙旁边的大牙有一点松,牙齿松动
之前都没有那么疼,无主题
我想做个活动义齿跟您咨询一下,补牙
不知道有没有发炎，时不时牙龈那里就痛,牙周治疗
您好，医生，我的牙齿摇来摇去怎么办，吃饭又很痛,牙齿松动
大概价格多少？,无主题
隐适美也是吗？,隐形矫正
里面有点黑了,龋齿治疗
打电话,无主题
等价格表发了先吧,无主题
牙齿被撞松了怎么办,牙齿松动
蛀牙，已经空了,龋齿治疗
口腔溃疡较严重，五六天了不见好转,牙齿疼痛
5980原价多少钱？是哪国的,无主题
现在长了两颗智齿会影响上牙前突吗,智齿
36岁还能矫正牙齿吗,牙齿矫正
种植牙齿的价格是多少,牙齿种植
智齿发炎了   我没有蛀牙,智齿冠周冲洗
还比较整齐,无主题
坏了的牙齿处流血,牙周治疗
牙神经痛 怎么办,根管治疗
去补要钱吗,补牙
比较想了解这个拔智齿的价格,拔牙
牙齿酸痛是什么原因呢,牙齿疼痛
总共加起大概要花多少钱,无主题
一般娇正固牙需要多少钱呢？,牙齿矫正
牙龈肿痛牙齿松动是发炎么,牙周治疗
很痛哦,无主题
长到了旁边牙齿的上面的牙龈,无主题
我补过的牙齿裂开了需要拔掉吗,补牙
所有连锁店费用统一吗？,无主题
孩子牙齿掉了半年多了没长怎么办,无主题
老年人夜问磨牙很厉害呀！,无主题
主要是缺了? 吃饭不舒服,补牙
那我智齿今年得扒掉了,拔牙
打麻药不疼的吧,无主题
算了，就想看看价格,无主题
两万起步价格确实高了,无主题
贴面的是什么意思啊，详细过程是什么的。,牙齿贴面
您好牙齿经常松动松动之后掉了2个牙齿,补牙
拨了可以种吗,牙齿种植
医生看的说要拔牙,拔牙
只有牙根在,无主题
恩有点疼,牙齿疼痛
问题知乎有好多网友讲洗牙后产生裂纹,洁牙
没有 牙之前被我掰掉了 剩了一小块牙和一点牙根,补牙
全瓷是多少啊,全瓷牙
智齿拔掉要多少钱,拔牙
我就是下午预约的时候忘了问，有点发炎能不能拔？,牙齿炎症治疗
我整牙,牙齿矫正
非常松动,牙齿松动
口腔溃疡是复发性，好了又发，舌尖刺痛有两个多月,口腔溃疡
有时还有点痛,牙齿疼痛
牙齿贴片多少钱,牙齿贴面
全瓷牙也要分好多种呢,全瓷牙
每次更换要钱么 多少钱,无主题
大牙有松动,牙齿松动
上边里面的大牙一排都疼,牙齿疼痛
虎牙太高,牙齿矫正
请问经期可以洗牙吗,洁牙
然后就是不齐,牙齿矫正
开水加盐？,无主题
你们那是不是很贵啊,无主题
有没有什么办法能快速止痛,牙齿疼痛
牙周炎可以用吧,牙周治疗
现在牙齿痛,牙齿疼痛
种植一颗牙齿多少钱,牙齿种植
微创植牙跟普通植牙有什么区别？,牙齿种植
能不能不拔呢,无主题
大牙拔了安一颗种植牙大概多少钱,牙齿种植
消炎后要多久能拔,拔牙
直接补，补完会很奇怪吗,补牙
就像问问大概价格窟这个牙齿的话,牙齿矫正
我今天在医院拔智齿,无主题
牙齿比较斜，就是龅牙,牙齿矫正
我有个大牙洞,龋齿治疗
怎么洗,洁牙
导致我牙齿痛,牙齿疼痛
牙周炎护理多少钱,牙周治疗
假牙和种植牙有什么区别,牙齿种植
全烤瓷牙价格表,烤瓷牙
宝宝四岁牙齿一颗摔断了而且发炎可以拔掉吗,牙齿炎症治疗
我的蛀牙杀完神经修补完都过了半年还是会有轻微疼是什么情况,牙齿疼痛
有，2颗,无主题
我朋友也是拔的智齿才100多而已,拔牙
修复是用药还是说什么,无主题
牙齿痛，是牙齿的旁边发红肿,牙周治疗
30-45,无主题
刚刚又掉了一颗,无主题
两颗门牙歪了,牙齿矫正
以前补过现在掉了一点,补牙
牙虫洞痛怎么办,龋齿治疗
蛀牙是因为没洗牙？,龋齿治疗
好几天，我都是买口腔溃疡贴,口腔溃疡
大概价位是？,无主题
最后上方那个大牙,无主题
我想问一下 ?我的两个门牙向外撩 怎么矫正,牙齿矫正
价格不能直接发我吗,无主题
我妈妈嘴里总是长溃疡是什么原因,口腔溃疡
我想问问前牙有些深覆合,牙齿矫正
这个医生说：检查过！得非洲炎！今次医治牙齿要几干元！,无主题
请问美容冠做过了后,无主题
请问补个牙多少钱,补牙
有一颗牙特别突出,牙齿矫正
对症我吃冷的跟热的那个感觉到里面酸酸痒痒的。,牙齿脱敏
71岁全掉了,补牙
我想了解一下，还有具体的周期和费用,无主题
二氧化锆的牙多少钱一颗,全瓷牙
牙齿不疼也会是炎症吗,无主题
主要是拔得不呀！,无主题
就是稍微冷点就会引起牙疼,牙齿脱敏
我问全瓷牙一颗多少钱,全瓷牙
我想问下牙菌斑要怎么弄呢,洁牙
疼的时候去检查的，老师说拔掉一颗，还要做矫正另一颗,拔牙
那我平躺着的时候更疼，晚上也疼得睡不着，是牙龈炎还是什么原因啊,牙周治疗
这些都会清理干净对吧,无主题
我上面后面牙齿缺失,补牙
左右两颗都空了,龋齿治疗
现在吃了消炎药不痛了,无主题
我知道，现在有什么办法可以止痛,牙齿疼痛
得了牙周炎感觉人都忧郁了,牙周治疗
去看过，医生都说骨量够，可以种,牙齿种植
牙齿矫正后、要佩戴保持器、但现在我想问下、那个半隐形的就是直接沾在牙齿里面的那种隐形的,牙齿矫正
拔完牙会影响正常饮食吗？,拔牙
我的上大牙右边第二颗痛怎么办？,牙齿疼痛
还好…有几颗有点歪,牙齿矫正
"我想咨询""小孩牙上火怎么止疼""",牙齿疼痛
植牙脱落,牙齿种植
所以我咨询下价格啊,无主题
拔智齿可以用社保吗？,拔牙
今晚上简直痛得很，睡觉睡不着,牙齿疼痛
孩子这几天痛得晚上觉都睡不了,牙齿疼痛
左下角智齿痛,智齿冠周冲洗
费用要看智齿具体情况吧,智齿
全瓷牙寿命多长,全瓷牙
你好，请问我牙龈出血是怎么回事,牙周治疗
我最近嘴巴干裂，多喝水有用吗？还有什么方法？,无主题
隐形要多少钱啊？,隐形矫正
都是牙疼，发炎，没治疗.,牙齿炎症治疗
蛀牙牙齿空洞怎么治疗,龋齿治疗
我有一颗左下好像是长歪了 还没有长出来,牙齿矫正
镶好的牙，现在痛，是什么原因的？,牙齿疼痛
预约费用,无主题
牙齿上像有一层薄膜一样,无主题
以为智齿长出导致前面的牙齿拥挤，时间久了牙齿都歪了,牙齿矫正
我想问哈好多钱尽期想做,无主题
种植牙大概价格是多少,牙齿种植
大牙掉了，安一颗要好多钱,补牙
二氧化锆的怎么收费？,全瓷牙
戴牙冠多少钱一颗,烤瓷牙
没有，智牙一般都长在下排啊,智齿
金属多少钱,无主题
拔完多久可以喂奶,无主题
智齿被我拔了,无主题
为什么我总是长口腔溃疡,口腔溃疡
我想咨询下，你们拔下牙智齿价格,拔牙
有没有什么附加隐形费用？,无主题
有点骨性，医生说,无主题
现在不通了还是不能拔啊，要到几时才能拔,拔牙
拔牙会不会很痛呀,拔牙
我有个门牙有点问题，吃甜食厚会有点疼，估计是牙齿下面暴露了；上次在瑞泰口腔检查过，有点问题。,牙齿脱敏
最快治痛方法,牙齿疼痛
今天干活的时候碰断了，我想了解一下，补得话多少钱,补牙
不是，就好好的玩着玩着就出血，,牙周治疗
切除牙龈瘤要多少钱,牙周治疗
问一做美容冠多少钱,美牙冠
因为只是有一点点翘,牙齿矫正
导致牙齿拥挤,牙齿矫正
痛吗？,无主题
就是不知道这个2500牙齿能用多久,无主题
陶瓷半隐形牙套多少钱,隐形矫正
一起算下来多少,无主题
咱们这边费用是多少,无主题
请问我老是长溃疡严重不,口腔溃疡
我这边是智齿，长出一半有一半被肉包着，经常发炎,智齿冠周冲洗
什么材料，那么贵,无主题
一下雨就疼,无主题
看了2个地方，有说拔牙的,拔牙
有吃替销唑一类的消炎药,无主题
那就是一颗完整的牙齿价格，不在有其他费用了吗？,无主题
但是医生说骨性的通过正琦效果不大,牙齿矫正
可以贴牙吗？,牙齿贴面
总是长口腔溃疡，一个月两次，三次左右。怎么办呢医生？吃什么可以预防？,口腔溃疡
